,Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,EngineL,CarAge,State
14221,Nissan,2015.0,Navara,Ute / Tray,USED,Manual,4WD,Diesel,9.2,143989.0,4,Ute / Tray,4,5,21990.0,2.5,9,WA
14222,Toyota,2020.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,44727.0,4,Ute / Tray,4,5,64989.0,2.8,4,WA
14223,Jeep,2020.0,Wrangler,SUV,USED,Automatic,4WD,Unleaded,10.3,19173.0,6,SUV,4,5,71466.0,3.6,4,WA
14224,Toyota,2020.0,Landcruiser,Ute / Tray,USED,Manual,4WD,Diesel,10.7,111526.0,8,Ute / Tray,4,5,91977.0,4.5,4,WA
14225,Toyota,2020.0,RAV4,SUV,USED,Automatic,Front,Hybrid,4.7,496.0,4,SUV,5,5,51668.0,2.5,4,WA
14226,Holden,2013.0,Commodore,Sedan,USED,Automatic,Rear,Unleaded,9.5,229394.0,6,Sedan,4,5,16990.0,3.6,11,WA
14227,Jeep,2013.0,Grand,SUV,USED,Automatic,4WD,Diesel,7.5,123001.0,6,SUV,4,5,26999.0,3.0,11,WA
14228,Toyota,2023.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.0,20.0,4,Ute / Tray,4,5,69995.0,2.8,1,WA
14229,Subaru,2018.0,Forester,SUV,USED,Automatic,AWD,Unleaded,8.1,85646.0,4,SUV,4,5,29990.0,2.5,6,WA
14230,Ford,2019.0,Everest,SUV,USED,Automatic,4WD,Diesel,7.1,54066.0,4,SUV,4,7,51888.0,2.0,5,WA
14231,Volvo,2022.0,XC60,SUV,USED,Automatic,AWD,Hybrid,8.0,20049.0,4,SUV,4,5,84990.0,2.0,2,WA
14232,Volkswagen,2021.0,Golf,Melville Volkswagen,DEMO,Automatic,Front,Premium,5.9,24912.0,4,Wagon,4,5,37990.0,1.4,3,WA
14233,Mitsubishi,2019.0,Pajero,SUV,USED,Automatic,4WD,Diesel,8.0,69503.0,4,SUV,4,7,46888.0,2.4,5,WA
14234,BMW,2016.0,X3,SUV,USED,Automatic,4WD,Diesel,5.4,85748.0,4,SUV,4,5,34990.0,2.0,8,WA
14235,MG,2020.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,31899.0,4,SUV,4,5,24977.0,1.5,4,WA
14236,Ford,2016.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,9.2,229327.0,5,Ute / Tray,4,5,23990.0,3.2,8,WA
14237,Hyundai,2020.0,Tucson,SUV,USED,Automatic,Front,Unleaded,7.9,56438.0,4,SUV,4,5,30388.0,2.0,4,WA
14238,Audi,2020.0,SQ5,SUV,USED,Automatic,AWD,Premium,8.7,52158.0,6,SUV,4,5,77977.0,3.0,4,WA
14239,GWM,2022.0,Haval,SUV,USED,Automatic,Front,Hybrid,5.0,14651.0,4,SUV,4,5,34998.0,1.5,2,WA
14240,Holden,2016.0,Trax,SUV,USED,Automatic,Front,Unleaded,7.6,25273.0,4,SUV,4,5,15499.0,1.8,8,WA
14242,Ford,2009.0,Fiesta,Hatchback,USED,Automatic,Front,Unleaded,6.9,61250.0,4,Hatchback,5,5,10499.0,1.4,15,WA
14243,Holden,2016.0,Commodore,Sedan,USED,Automatic,Rear,Unleaded,9.5,132906.0,6,Sedan,4,5,24911.0,3.6,8,WA
14244,Kia,2017.0,Cerato,Hatchback,USED,Automatic,Front,Unleaded,7.1,35288.0,4,Hatchback,5,5,17999.0,2.0,7,WA
14245,Hyundai,2020.0,Kona,SUV,USED,Automatic,Front,Unleaded,6.2,57156.0,4,SUV,4,5,26999.0,2.0,4,WA
14247,Kia,2009.0,Sportage,SUV,USED,Automatic,Front,Unleaded,8.2,194864.0,4,SUV,4,5,8880.0,2.0,15,WA
14248,Kia,2014.0,Sportage,SUV,USED,Automatic,AWD,Unleaded,8.8,188808.0,4,SUV,4,5,13990.0,2.0,10,WA
14249,Jeep,2019.0,Cherokee,SUV,USED,Automatic,AWD,Unleaded,9.8,29282.0,6,SUV,4,5,28999.0,3.2,5,WA
14251,MG,2021.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,38151.0,4,SUV,4,5,27588.0,1.5,3,WA
14252,Subaru,2005.0,Forester,SUV,USED,Manual,AWD,Unleaded,9.6,230000.0,4,SUV,4,5,8999.0,2.5,19,WA
14253,MG,2021.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,24291.0,4,SUV,4,5,26977.0,1.5,3,WA
14254,Ford,2016.0,Territory,SUV,USED,Automatic,Rear,Diesel,8.2,39480.0,6,SUV,4,5,29990.0,2.7,8,WA
14255,MG,2021.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,38303.0,4,SUV,4,5,25977.0,1.5,3,WA
14256,Ssangyong,2009.0,Rexton,SUV,USED,Automatic,4WD,Diesel,9.1,222356.0,5,SUV,4,7,9790.0,2.7,15,WA
14257,Toyota,2018.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,124746.0,4,Ute / Tray,4,5,41290.0,2.8,6,WA
14258,Subaru,2016.0,XV,SUV,USED,Automatic,AWD,Unleaded,7.1,145304.0,4,SUV,4,5,18990.0,2.0,8,WA
14260,Toyota,2018.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,85354.0,4,Ute / Tray,4,5,47977.0,2.8,6,WA
14261,Hyundai,2020.0,Tucson,SUV,USED,Automatic,Front,Unleaded,7.9,52272.0,4,SUV,4,5,30388.0,2.0,4,WA
14262,Toyota,2018.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,125543.0,4,Ute / Tray,4,5,46990.0,2.8,6,WA
14264,Toyota,2022.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.0,32635.0,4,Ute / Tray,4,5,71988.0,2.8,2,WA
14266,MG,2021.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,35880.0,4,SUV,4,5,28980.0,1.5,3,WA
14267,Hyundai,2017.0,Tucson,SUV,USED,Automatic,Front,Unleaded,7.9,143681.0,4,SUV,4,5,22999.0,2.0,7,WA
14268,Honda,2007.0,Civic,Sedan,USED,Automatic,Front,Unleaded,7.2,91102.0,4,Sedan,4,5,10999.0,1.8,17,WA
14270,Isuzu,2022.0,D-MAX,Major Motors - New,NEW,Manual,4WD,Diesel,8.0,12.0,4,Ute / Tray,4,5,62811.0,3.0,2,WA
14271,Nissan,2019.0,Navara,Ute / Tray,USED,Automatic,4WD,Diesel,7.0,38301.0,4,Ute / Tray,4,5,57888.0,2.3,5,WA
14272,Toyota,2018.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,107819.0,4,Ute / Tray,4,5,47980.0,2.8,6,WA
14273,Honda,2014.0,CR-V,SUV,USED,Automatic,Rear,Unleaded,7.7,166509.0,4,SUV,4,5,16990.0,2.0,10,WA
14274,Kia,2019.0,Seltos,SUV,USED,Automatic,Front,Unleaded,6.8,21630.0,4,SUV,4,5,28999.0,2.0,5,WA
14275,Mitsubishi,2018.0,Pajero,SUV,USED,Automatic,4WD,Diesel,8.0,70300.0,4,SUV,4,5,43999.0,2.4,6,WA
14276,Mazda,2020.0,BT-50,Ute / Tray,USED,Automatic,4WD,Diesel,10.0,63125.0,5,Ute / Tray,4,5,52888.0,3.2,4,WA
14277,Toyota,2018.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,121135.0,4,Ute / Tray,4,5,40990.0,2.8,6,WA
14278,Subaru,2019.0,Liberty,Sedan,USED,Automatic,AWD,Unleaded,7.3,55877.0,4,Sedan,4,5,27990.0,2.5,5,WA
14279,Toyota,2019.0,Landcruiser,Ute / Tray,USED,Manual,4WD,Diesel,10.7,101960.0,8,Ute / Tray,4,5,92988.0,4.5,5,WA
14280,Subaru,2019.0,XV,SUV,USED,Automatic,AWD,Unleaded,7.0,63982.0,4,SUV,4,5,29951.0,2.0,5,WA
14281,Ford,2023.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.4,5581.0,6,Ute / Tray,4,5,86888.0,3.0,1,WA
14282,Toyota,2023.0,Corolla,Hatchback,USED,Automatic,Front,Hybrid,4.0,6000.0,4,Hatchback,5,5,36773.0,1.8,1,WA
14283,Ford,2012.0,Fiesta,Hatchback,USED,Manual,Front,Unleaded,6.1,149586.0,4,Hatchback,5,5,4985.0,1.6,12,WA
14284,Toyota,2012.0,FJ,SUV,USED,Automatic,4WD,Premium,11.4,150889.0,6,SUV,4,5,37994.0,4.0,12,WA
14285,Volkswagen,2022.0,Tiguan,Melville Volkswagen,DEMO,Automatic,AWD,Premium,7.7,1566.0,4,SUV,4,5,49890.0,2.0,2,WA
14286,Hyundai,2020.0,Kona,SUV,USED,Automatic,Front,Unleaded,7.2,54432.0,4,SUV,4,5,26999.0,2.0,4,WA
14288,Volkswagen,2021.0,Polo,Hatchback,USED,Automatic,Front,Premium,6.1,67064.0,4,Hatchback,5,5,35990.0,2.0,3,WA
14289,MG,2022.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,14516.0,4,SUV,4,5,27999.0,1.5,2,WA
14290,Suzuki,2018.0,Baleno,Hatchback,USED,Automatic,Front,Unleaded,5.4,64017.0,4,Hatchback,4,5,16999.0,1.4,6,WA
14291,LDV,2020.0,T60,Ute / Tray,USED,Automatic,4WD,Diesel,9.6,55037.0,4,Ute / Tray,4,5,36999.0,2.8,4,WA
14293,Hyundai,2018.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.4,99545.0,4,Hatchback,4,5,20968.0,2.0,6,WA
14294,Subaru,2020.0,Forester,SUV,USED,Automatic,AWD,Unleaded,7.4,47000.0,4,SUV,4,5,35488.0,2.5,4,WA
14296,Kia,2019.0,Carnival,Wagon,USED,Automatic,Front,Unleaded,10.8,58384.0,6,Wagon,4,8,33990.0,3.3,5,WA
14298,Mitsubishi,2020.0,ASX,SUV,USED,Automatic,Front,Unleaded,7.6,51851.0,4,SUV,4,5,25780.0,2.0,4,WA
14299,Holden,2013.0,Captiva,SUV,USED,Automatic,AWD,Diesel,8.2,101470.0,4,SUV,4,5,13488.0,2.2,11,WA
14300,Mazda,2013.0,CX-5,SUV,USED,Automatic,AWD,Diesel,5.7,159724.0,4,SUV,4,5,19350.0,2.2,11,WA
14301,Toyota,2019.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,134960.0,4,Ute / Tray,4,5,47980.0,2.8,5,WA
14302,GWM,2023.0,Haval,Morley GWM,NEW,Automatic,Front,Unleaded,7.5,1.0,4,SUV,4,5,41485.0,2.0,1,WA
14303,Mitsubishi,2020.0,Outlander,SUV,USED,Automatic,Front,Unleaded,7.2,47041.0,4,SUV,4,7,33990.0,2.4,4,WA
14304,Mitsubishi,2021.0,ASX,SUV,USED,Automatic,Front,Unleaded,7.6,70788.0,4,SUV,4,5,25998.0,2.0,3,WA
14305,Holden,2006.0,Adventra,SUV,USED,Automatic,AWD,Unleaded,0.0,310704.0,6,SUV,4,5,6990.0,3.6,18,WA
14306,MG,2021.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,38763.0,4,SUV,4,5,28588.0,1.5,3,WA
14308,Suzuki,2016.0,Swift,Hatchback,USED,Automatic,Front,Unleaded,6.1,54344.0,4,Hatchback,5,5,19998.0,1.6,8,WA
14309,Audi,2018.0,A3,Sedan,USED,Automatic,AWD,Premium,6.1,61811.0,4,Sedan,4,5,35996.0,2.0,6,WA
14310,Toyota,2023.0,Landcruiser,Ute / Tray,USED,Manual,AWD,Diesel,10.7,4000.0,8,Ute / Tray,2,2,126988.0,4.5,1,WA
14311,Toyota,2020.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,51476.0,4,Ute / Tray,4,5,69990.0,2.8,4,WA
14313,Ford,2019.0,Everest,SUV,USED,Automatic,4WD,Diesel,7.1,61131.0,4,SUV,4,7,56997.0,2.0,5,WA
14315,Holden,2006.0,Calais,Sedan,USED,Automatic,Rear,Unleaded,11.0,178950.0,6,Sedan,4,5,10990.0,3.6,18,WA
14316,Kia,2020.0,Cerato,Sedan,USED,Automatic,Front,Unleaded,7.4,59383.0,4,Sedan,4,5,23980.0,2.0,4,WA
14317,MG,2021.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,36624.0,4,SUV,4,5,28988.0,1.5,3,WA
14318,Mazda,2021.0,CX-30,SUV,USED,Automatic,Front,Unleaded,6.5,28997.0,4,SUV,4,5,35989.0,2.0,3,WA
14319,Holden,2008.0,Commodore,Wagon,USED,Automatic,Rear,Unleaded,11.0,213297.0,6,Wagon,4,5,12990.0,3.6,16,WA
14320,Ford,2022.0,Puma,SUV,USED,Automatic,Front,Premium,5.3,9048.0,3,SUV,5,5,34444.0,1.0,2,WA
14321,Volkswagen,2015.0,Golf,Hatchback,USED,Automatic,Front,Premium,5.2,85269.0,4,Hatchback,5,5,18888.0,1.4,9,WA
14322,Kia,2022.0,Carnival,Wagon,USED,Automatic,Front,Unleaded,9.6,3202.0,6,Wagon,4,8,52999.0,3.5,2,WA
14323,Holden,2013.0,Caprice,Sedan,USED,Automatic,Rear,Premium,14.5,84333.0,8,Sedan,4,5,34999.0,6.0,11,WA
14324,Toyota,2023.0,Kluger,SUV,USED,Automatic,Front,Unleaded,8.3,112.0,4,SUV,5,7,76888.0,2.4,1,WA
14325,BMW,2007.0,325I,Coupe,USED,Automatic,Rear,Premium,9.0,241871.0,6,Coupe,2,4,13990.0,2.5,17,WA
14326,Ssangyong,2023.0,Korando,SUV,USED,Automatic,Front,Unleaded,7.7,23.0,4,SUV,5,5,33585.0,1.5,1,WA
14328,Audi,2016.0,RS3,Hatchback,USED,Automatic,AWD,Premium,8.1,74700.0,5,Hatchback,5,5,54990.0,2.5,8,WA
14329,Mazda,2015.0,CX-5,SUV,USED,Automatic,AWD,Unleaded,7.4,84583.0,4,SUV,4,5,25350.0,2.5,9,WA
14330,Mitsubishi,2018.0,Outlander,SUV,USED,Automatic,Front,Unleaded,6.8,120449.0,4,SUV,4,7,24998.0,2.4,6,WA
14331,Mazda,2021.0,CX-3,SUV,USED,Automatic,AWD,Unleaded,6.7,20590.0,4,SUV,4,5,36888.0,2.0,3,WA
14332,Hyundai,2006.0,Getz,Hatchback,USED,Automatic,Front,Unleaded,7.1,237598.0,4,Hatchback,5,5,5985.0,1.6,18,WA
14333,Nissan,2021.0,Qashqai,SUV,USED,Automatic,Front,Unleaded,6.9,70205.0,4,SUV,4,5,27990.0,2.0,3,WA
14335,Hyundai,2019.0,Kona,SUV,USED,Automatic,Front,Unleaded,7.2,87601.0,4,SUV,4,5,24369.0,2.0,5,WA
14336,Mercedes-Benz,2013.0,C250,Sedan,USED,Automatic,Rear,Diesel,5.1,131948.0,4,Sedan,4,5,19990.0,2.1,11,WA
14337,BMW,2015.0,X3,SUV,USED,Automatic,4WD,Premium,7.3,93671.0,4,SUV,4,5,32980.0,2.0,9,WA
14338,Volkswagen,2020.0,Golf,Wagon,USED,Automatic,Front,Premium,5.6,32360.0,4,Wagon,4,5,24999.0,1.4,4,WA
14339,Hyundai,2020.0,Venue,SUV,USED,Automatic,Front,Unleaded,7.2,54177.0,4,SUV,4,5,24999.0,1.6,4,WA
14340,BMW,2015.0,I3,Hatchback,USED,Automatic,Rear,Electric,0.0,88987.0,0,Hatchback,4,5,28888.0,0.0,9,WA
14341,Isuzu,2017.0,MU-X,SUV,USED,Automatic,Rear,Diesel,8.1,46300.0,4,SUV,4,7,40990.0,3.0,7,WA
14342,Nissan,2005.0,Patrol,Ute / Tray,USED,Manual,4WD,Diesel,12.9,259809.0,6,Ute / Tray,2,3,29990.0,4.2,19,WA
14343,Mitsubishi,2018.0,Triton,Ute / Tray,USED,Automatic,4WD,Diesel,7.6,94281.0,4,Ute / Tray,4,5,32998.0,2.4,6,WA
14344,Holden,2016.0,Commodore,Sedan,USED,Automatic,Rear,Unleaded,9.5,162125.0,6,Sedan,4,5,15985.0,3.6,8,WA
14345,BMW,2013.0,X5,SUV,USED,Automatic,4WD,Diesel,7.4,128319.0,6,SUV,4,5,31989.0,3.0,11,WA
14346,MG,2021.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,31560.0,4,SUV,4,5,26990.0,1.5,3,WA
14347,Holden,2011.0,Commodore,Sedan,USED,Automatic,Rear,Premium,14.6,170414.0,8,Sedan,4,5,23990.0,6.0,13,WA
14349,Toyota,2022.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.0,4429.0,4,Ute / Tray,4,5,80988.0,2.8,2,WA
14350,Kia,2019.0,Carnival,Wagon,USED,Automatic,Front,Unleaded,10.8,48624.0,6,Wagon,4,8,35988.0,3.3,5,WA
14351,Audi,2012.0,A5,Convertible,USED,Automatic,AWD,Premium,7.8,133986.0,4,Convertible,2,4,22999.0,2.0,12,WA
14352,Mercedes-Benz,2019.0,X350,Ute / Tray,USED,Automatic,4WD,Diesel,8.8,129368.0,6,Ute / Tray,4,5,48990.0,3.0,5,WA
14353,Nissan,2018.0,X-Trail,SUV,USED,Automatic,4WD,Unleaded,8.3,122094.0,4,SUV,4,5,24288.0,2.5,6,WA
14354,Kia,2019.0,Carnival,Wagon,USED,Automatic,Front,Unleaded,10.8,51815.0,6,Wagon,4,8,35300.0,3.3,5,WA
14355,Toyota,2008.0,Landcruiser,SUV,USED,Automatic,4WD,Unleaded,14.5,302145.0,8,SUV,4,8,39990.0,4.7,16,WA
14356,Kia,2019.0,Carnival,Wagon,USED,Automatic,Front,Unleaded,10.8,56891.0,6,Wagon,4,8,33990.0,3.3,5,WA
14357,Subaru,2019.0,XV,SUV,USED,Automatic,AWD,Unleaded,7.0,151300.0,4,SUV,4,5,24888.0,2.0,5,WA
14358,Mitsubishi,2006.0,Pajero,SUV,USED,Automatic,4WD,Unleaded,14.7,149953.0,6,SUV,4,7,15990.0,3.8,18,WA
14359,Subaru,2021.0,Forester,SUV,USED,Automatic,AWD,Unleaded,7.4,60100.0,4,SUV,4,5,34980.0,2.5,3,WA
14360,Mazda,2018.0,CX-3,SUV,USED,Automatic,Front,Unleaded,6.1,121199.0,4,SUV,4,5,19490.0,2.0,6,WA
14362,Audi,2018.0,A3,Hatchback,USED,Automatic,AWD,Premium,6.2,18182.0,4,Hatchback,5,5,41999.0,2.0,6,WA
14363,Holden,2000.0,Commodore,Sedan,USED,Automatic,Rear,Unleaded,13.0,240566.0,8,Sedan,4,5,19990.0,5.7,24,WA
14365,Hyundai,2015.0,Genesis,Sedan,USED,Automatic,Rear,Unleaded,11.2,133287.0,6,Sedan,4,5,26757.0,3.8,9,WA
14366,Tesla,2023.0,Model,SUV,USED,Automatic,AWD,Electric,0.0,160.0,0,SUV,5,5,106888.0,0.0,1,WA
14367,GWM,2023.0,Haval,Morley GWM,NEW,Automatic,Front,Premium,8.1,1.0,4,SUV,4,5,33990.0,1.5,1,WA
14369,Hyundai,2021.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.4,21173.0,4,Hatchback,4,5,27999.0,2.0,3,WA
14371,Kia,2020.0,Carnival,Wagon,USED,Automatic,Front,Unleaded,10.8,50151.0,6,Wagon,4,8,35990.0,3.3,4,WA
14372,GWM,2023.0,Haval,Morley GWM,NEW,Automatic,Front,Premium,8.1,1.0,4,SUV,4,5,34485.0,1.5,1,WA
14373,Hyundai,2019.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.4,57820.0,4,Hatchback,4,5,22999.0,2.0,5,WA
14374,Land,2016.0,Rover,SUV,USED,Automatic,AWD,Diesel,7.3,114282.0,6,SUV,4,5,62990.0,3.0,8,WA
14375,Peugeot,2019.0,3008,SUV,USED,Automatic,Front,Premium,7.0,56163.0,4,SUV,4,5,31988.0,1.6,5,WA
14376,Kia,2020.0,Cerato,Hatchback,USED,Automatic,Front,Unleaded,7.4,61515.0,4,Hatchback,5,5,23977.0,2.0,4,WA
14377,Nissan,2006.0,Tiida,Sedan,USED,Automatic,Front,Unleaded,7.8,203316.0,4,Sedan,4,5,6990.0,1.8,18,WA
14378,Subaru,2020.0,Forester,SUV,USED,Automatic,AWD,Unleaded,7.4,56487.0,4,SUV,4,5,33999.0,2.5,4,WA
14380,Hyundai,2009.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.6,96670.0,4,Hatchback,5,5,9985.0,2.0,15,WA
14381,Mitsubishi,2013.0,Pajero,SUV,USED,Automatic,4WD,Diesel,9.0,355475.0,4,SUV,4,7,13985.0,3.2,11,WA
14382,LDV,2021.0,D90,SUV,USED,Automatic,4WD,Diesel,9.1,51988.0,4,SUV,4,7,33950.0,2.0,3,WA
14383,Nissan,2011.0,Navara,Ute / Tray,USED,Manual,4WD,Diesel,9.8,155782.0,4,Ute / Tray,4,5,12985.0,2.5,13,WA
14384,Toyota,2021.0,Corolla,Hatchback,USED,Automatic,Front,Unleaded,6.0,34458.0,4,Hatchback,5,5,29388.0,2.0,3,WA
14385,Ford,2012.0,Ranger,Ute / Tray,USED,Manual,Rear,Diesel,7.6,172612.0,4,Ute / Tray,4,5,18990.0,2.2,12,WA
14386,MG,2022.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,29197.0,4,SUV,4,5,26999.0,1.5,2,WA
14387,Land,2018.0,Rover,SUV,USED,Automatic,AWD,Diesel,6.9,100708.0,6,SUV,4,5,84990.0,3.0,6,WA
14389,Hyundai,2019.0,Tucson,SUV,USED,Automatic,Front,Unleaded,7.9,61211.0,4,SUV,4,5,30490.0,2.0,5,WA
14390,Holden,2011.0,Commodore,Sedan,USED,Automatic,Rear,Premium,14.6,143935.0,8,Sedan,4,5,34998.0,6.0,13,WA
14391,Isuzu,2017.0,MU-X,SUV,USED,Automatic,4WD,Diesel,7.9,46480.0,4,SUV,4,7,51984.0,3.0,7,WA
14392,Nissan,2000.0,Patrol,SUV,USED,Manual,4WD,Diesel,0.0,370553.0,4,SUV,4,7,15990.0,3.0,24,WA
14393,Subaru,2020.0,Forester,SUV,USED,Automatic,AWD,Unleaded,7.4,57341.0,4,SUV,4,5,34990.0,2.5,4,WA
14394,HSV,2015.0,Senator,Sedan,USED,Automatic,Rear,Premium,13.7,45699.0,8,Sedan,4,5,77888.0,6.2,9,WA
14396,Toyota,2023.0,RAV4,SUV,USED,Automatic,Front,Hybrid,4.8,34.0,4,SUV,5,5,67999.0,2.5,1,WA
14397,Volkswagen,2019.0,Tiguan,SUV,USED,Automatic,AWD,Premium,7.5,75662.0,4,SUV,4,5,36990.0,2.0,5,WA
14398,Toyota,2011.0,Hilux,Ute / Tray,USED,Manual,4WD,Diesel,8.3,184178.0,4,Ute / Tray,4,5,19985.0,3.0,13,WA
14399,Volkswagen,2018.0,Golf,Hatchback,USED,Automatic,AWD,Premium,6.6,41336.0,4,Hatchback,5,5,47990.0,2.0,6,WA
14400,Mitsubishi,2019.0,Pajero,SUV,USED,Automatic,4WD,Diesel,9.0,68300.0,4,SUV,4,7,44999.0,3.2,5,WA
14401,Mitsubishi,2016.0,Pajero,SUV,USED,Automatic,4WD,Diesel,8.0,135983.0,4,SUV,4,7,37984.0,2.4,8,WA
14402,Mitsubishi,2016.0,Pajero,SUV,USED,Automatic,4WD,Diesel,9.0,103026.0,4,SUV,4,7,41990.0,3.2,8,WA
14403,Toyota,2017.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,131039.0,4,Ute / Tray,4,5,57875.0,2.8,7,WA
14404,Mercedes-Benz,2018.0,CLA45,Sedan,USED,Automatic,AWD,Premium,6.9,69743.0,4,Sedan,4,5,67990.0,2.0,6,WA
14406,Land,2016.0,Rover,SUV,USED,Automatic,AWD,Diesel,5.1,41250.0,4,SUV,5,5,40777.0,2.0,8,WA
14407,Mercedes-Benz,2016.0,GLC250,SUV,USED,Automatic,AWD,Premium,7.2,82410.0,4,SUV,4,5,49481.0,2.0,8,WA
14408,Land,2019.0,Rover,SUV,USED,Automatic,AWD,Diesel,6.6,74472.0,4,SUV,4,5,49900.0,2.0,5,WA
14409,Hyundai,2020.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.4,75518.0,4,Hatchback,4,5,22977.0,2.0,4,WA
14410,Subaru,2014.0,WRX,Sedan,USED,Manual,AWD,Premium,10.4,74822.0,4,Sedan,4,5,48999.0,2.5,10,WA
14411,Ford,2023.0,Ranger,Ute / Tray,USED,Automatic,4WD,Premium,11.5,55.0,6,Ute / Tray,4,5,111878.0,3.0,1,WA
14412,Land,2015.0,Rover,SUV,USED,Automatic,AWD,Premium,8.0,113280.0,4,SUV,4,5,31998.0,2.0,9,WA
14413,Subaru,2020.0,XV,SUV,USED,Automatic,AWD,Hybrid,6.5,46198.0,4,SUV,4,5,35980.0,2.0,4,WA
14414,Volkswagen,2018.0,Polo,Hatchback,USED,Automatic,Front,Premium,6.1,43765.0,4,Hatchback,5,5,31888.0,2.0,6,WA
14415,Mitsubishi,2020.0,Pajero,SUV,USED,Automatic,4WD,Diesel,8.0,22409.0,4,SUV,4,7,53999.0,2.4,4,WA
14416,Toyota,2016.0,Hilux,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,181100.0,4,Ute / Tray,4,5,39990.0,2.8,8,WA
14417,Mitsubishi,2020.0,ASX,SUV,USED,Automatic,Front,Unleaded,7.6,58379.0,4,SUV,4,5,27688.0,2.0,4,WA
14418,BMW,2022.0,X2,SUV,USED,Automatic,AWD,Premium,7.4,2996.0,4,SUV,4,5,76898.0,2.0,2,WA
14419,Isuzu,2021.0,D-MAX,Ute / Tray,USED,Automatic,Front,Diesel,7.0,3212.0,4,Ute / Tray,2,2,38888.0,1.9,3,WA
14420,Honda,2020.0,CR-V,SUV,USED,Automatic,Front,Unleaded,7.3,33500.0,4,SUV,4,7,36999.0,1.5,4,WA
14421,Holden,2017.0,Trailblazer,SUV,USED,Automatic,4WD,Diesel,9.4,101956.0,4,SUV,4,7,31981.0,2.8,7,WA
14422,Mitsubishi,2022.0,Triton,Ute / Tray,USED,Automatic,4WD,Diesel,8.6,25384.0,4,Ute / Tray,4,5,49998.0,2.4,2,WA
14423,Lexus,2020.0,IS350,Sedan,USED,Automatic,Rear,Premium,9.7,29222.0,6,Sedan,4,5,65778.0,3.5,4,WA
14424,Isuzu,2019.0,MU-X,SUV,USED,Automatic,4WD,Diesel,7.9,108014.0,4,SUV,4,7,51988.0,3.0,5,WA
14425,Volkswagen,2019.0,Golf,Hatchback,USED,Automatic,Front,Premium,6.7,35390.0,4,Hatchback,5,5,39990.0,2.0,5,WA
14426,Toyota,2022.0,GR86,Coupe,USED,Manual,Rear,Premium,9.4,502.0,4,Coupe,2,4,48850.0,2.4,2,WA
14427,Ford,2015.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.1,257092.0,4,Ute / Tray,4,5,26990.0,2.2,9,WA
14428,Hyundai,2020.0,Kona,SUV,USED,Automatic,Front,Unleaded,6.2,49154.0,4,SUV,4,5,26999.0,2.0,4,WA
14429,Volkswagen,2018.0,Golf,Hatchback,USED,Automatic,Front,Premium,6.7,41523.0,4,Hatchback,5,5,40982.0,2.0,6,WA
14430,Hyundai,2022.0,I30,Sedan,USED,Automatic,Front,Unleaded,7.0,1269.0,4,Sedan,4,5,37555.0,2.0,2,WA
14431,Toyota,2021.0,Landcruiser,SUV,USED,Automatic,4WD,Diesel,9.5,50882.0,8,SUV,4,7,124789.0,4.5,3,WA
14432,MG,2020.0,ZST,SUV,USED,Automatic,Front,Unleaded,7.3,30270.0,3,SUV,5,5,28888.0,1.3,4,WA
14433,Toyota,2022.0,Landcruiser,SUV,USED,Manual,4WD,Diesel,10.7,31762.0,8,SUV,4,5,92999.0,4.5,2,WA
